KATEGORIA;INTERNY;STUD;ZAM;HODINA;HODINA_STV;DEN;PO;UT;STR;STVR;PIA;SO
uvod;1;1;0;9;81;1;1;0;0;0;0;0
oznamy;1;1;0;9;81;1;1;0;0;0;0;0
informacie_pre;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
oznamy;1;1;0;9;81;1;1;0;0;0;0;0
oznamy;0;0;0;9;81;1;1;0;0;0;0;0
ostatne;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
veda_vyskum;0;0;0;9;81;1;1;0;0;0;0;0
ostatne;0;0;0;9;81;1;1;0;0;0;0;0
dokumenty;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;1;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
dokumenty;0;0;0;9;81;1;1;0;0;0;0;0
dokumenty;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
oznamy;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;0;1;9;81;1;1;0;0;0;0;0
o_fakulte;1;0;1;9;81;1;1;0;0;0;0;0
o_fakulte;1;0;1;9;81;1;1;0;0;0;0;0
o_fakulte;1;0;1;9;81;1;1;0;0;0;0;0
o_fakulte;1;0;1;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
veda_vyskum;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
informacie_pre;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;1;1;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;1;0;1;9;81;1;1;0;0;0;0;0
dokumenty;1;0;1;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
oznamy;0;0;0;9;81;1;1;0;0;0;0;0
oznamy;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;9;81;1;1;0;0;0;0;0
oznamy;0;0;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
o_fakulte;0;0;0;9;81;1;1;0;0;0;0;0
studium;0;0;0;9;81;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
oznamy;1;0;1;10;100;1;1;0;0;0;0;0
oznamy;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
oznamy;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
oznamy;1;1;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
oznamy;1;1;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
oznamy;0;0;0;10;100;1;1;0;0;0;0;0
oznamy;1;1;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
informacie_pre;1;1;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
o_fakulte;1;0;1;10;100;1;1;0;0;0;0;0
o_fakulte;1;0;1;10;100;1;1;0;0;0;0;0
o_fakulte;1;0;1;10;100;1;1;0;0;0;0;0
o_fakulte;1;0;1;10;100;1;1;0;0;0;0;0
veda_vyskum;1;0;1;10;100;1;1;0;0;0;0;0
veda_vyskum;1;0;1;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
veda_vyskum;1;0;1;10;100;1;1;0;0;0;0;0
oznamy;0;0;0;10;100;1;1;0;0;0;0;0
veda_vyskum;1;0;1;10;100;1;1;0;0;0;0;0
veda_vyskum;1;0;1;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
veda_vyskum;1;0;1;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
veda_vyskum;1;0;1;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;1;0;1;10;100;1;1;0;0;0;0;0
o_fakulte;1;0;1;10;100;1;1;0;0;0;0;0
oznamy;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
veda_vyskum;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
oznamy;1;1;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
oznamy;1;1;0;10;100;1;1;0;0;0;0;0
o_fakulte;1;0;1;10;100;1;1;0;0;0;0;0
o_fakulte;1;0;1;10;100;1;1;0;0;0;0;0
o_fakulte;1;0;1;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
o_fakulte;1;0;1;10;100;1;1;0;0;0;0;0
o_fakulte;1;0;1;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;1;0;1;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
oznamy;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
o_fakulte;1;0;1;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
oznamy;0;0;0;10;100;1;1;0;0;0;0;0
predpisy_vyhlasky;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;1;1;0;10;100;1;1;0;0;0;0;0
studium;1;1;0;10;100;1;1;0;0;0;0;0
studium;1;1;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
predpisy_vyhlasky;1;0;1;10;100;1;1;0;0;0;0;0
veda_vyskum;1;0;1;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
veda_vyskum;1;0;1;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
oznamy;1;1;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
informacie_o;1;1;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
informacie_pre;1;1;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;1;1;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
oznamy;1;1;0;10;100;1;1;0;0;0;0;0
informacie_o;0;0;0;10;100;1;1;0;0;0;0;0
oznamy;1;1;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;1;1;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
oznamy;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
oznamy;1;1;0;10;100;1;1;0;0;0;0;0
oznamy;1;1;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
oznamy;1;1;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
oznamy;1;1;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
oznamy;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
oznamy;0;0;0;10;100;1;1;0;0;0;0;0
informacie_pre;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
informacie_pre;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;1;1;0;10;100;1;1;0;0;0;0;0
studium;1;1;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
oznamy;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
studium;1;1;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;1;1;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;1;1;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
dokumenty;0;0;0;10;100;1;1;0;0;0;0;0
studium;1;1;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
informacie_pre;0;0;0;10;100;1;1;0;0;0;0;0
studium;1;0;1;10;100;1;1;0;0;0;0;0
vyhladavanie;0;0;0;10;100;1;1;0;0;0;0;0
studium;1;0;1;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;1;0;1;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
studium;1;0;1;10;100;1;1;0;0;0;0;0
studium;1;0;1;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
oznamy;0;0;0;10;100;1;1;0;0;0;0;0
oznamy;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
oznamy;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
oznamy;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
studium;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;0;1;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
studium;1;1;0;10;100;1;1;0;0;0;0;0
informacie_pre;0;0;0;10;100;1;1;0;0;0;0;0
informacie_o;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
uvod;1;1;0;10;100;1;1;0;0;0;0;0
o_fakulte;1;1;0;10;100;1;1;0;0;0;0;0
studium;1;1;0;10;100;1;1;0;0;0;0;0
oznamy;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
studium;1;1;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
oznamy;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;1;0;1;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;10;100;1;1;0;0;0;0;0
o_fakulte;0;0;0;10;100;1;1;0;0;0;0;0
uvod;0;0;0;11;121;1;1;0;0;0;0;0
uvod;0;0;0;11;121;1;1;0;0;0;0;0
o_fakulte;0;0;0;11;121;1;1;0;0;0;0;0
uvod;0;0;0;11;121;1;1;0;0;0;0;0
o_fakulte;0;0;0;11;121;1;1;0;0;0;0;0
studium;1;0;1;11;121;1;1;0;0;0;0;0
o_fakulte;0;0;0;11;121;1;1;0;0;0;0;0
uvod;1;1;0;11;121;1;1;0;0;0;0;0
studium;1;1;0;11;121;1;1;0;0;0;0;0
uvod;1;1;0;11;121;1;1;0;0;0;0;0
studium;1;1;0;11;121;1;1;0;0;0;0;0
oznamy;1;1;0;11;121;1;1;0;0;0;0;0
studium;1;1;0;11;121;1;1;0;0;0;0;0
studium;1;1;0;11;121;1;1;0;0;0;0;0
studium;1;1;0;11;121;1;1;0;0;0;0;0
studium;1;1;0;11;121;1;1;0;0;0;0;0
informacie_pre;0;0;0;11;121;1;1;0;0;0;0;0
studium;0;0;0;11;121;1;1;0;0;0;0;0
studium;0;0;0;11;121;1;1;0;0;0;0;0
studium;0;0;0;11;121;1;1;0;0;0;0;0
studium;0;0;0;11;121;1;1;0;0;0;0;0
studium;0;0;0;11;121;1;1;0;0;0;0;0
studium;0;0;0;11;121;1;1;0;0;0;0;0
studium;0;0;0;11;121;1;1;0;0;0;0;0
studium;0;0;0;11;121;1;1;0;0;0;0;0
studium;0;0;0;11;121;1;1;0;0;0;0;0
uvod;1;0;1;11;121;1;1;0;0;0;0;0
o_fakulte;1;0;1;11;121;1;1;0;0;0;0;0
uvod;1;1;0;11;121;1;1;0;0;0;0;0
uvod;0;0;0;11;121;1;1;0;0;0;0;0
studium;1;0;1;11;121;1;1;0;0;0;0;0
uvod;0;0;0;11;121;1;1;0;0;0;0;0
uvod;0;0;0;11;121;1;1;0;0;0;0;0
uvod;0;0;0;11;121;1;1;0;0;0;0;0
uvod;1;1;0;11;121;1;1;0;0;0;0;0
uvod;0;0;0;11;121;1;1;0;0;0;0;0
oznamy;0;0;0;11;121;1;1;0;0;0;0;0
oznamy;0;0;0;11;121;1;1;0;0;0;0;0
studium;0;0;0;11;121;1;1;0;0;0;0;0
studium;0;0;0;11;121;1;1;0;0;0;0;0
uvod;0;0;0;11;121;1;1;0;0;0;0;0
uvod;1;0;1;11;121;1;1;0;0;0;0;0
uvod;1;1;0;11;121;1;1;0;0;0;0;0
uvod;1;1;0;11;121;1;1;0;0;0;0;0
uvod;1;1;0;11;121;1;1;0;0;0;0;0
uvod;1;0;1;11;121;1;1;0;0;0;0;0
uvod;1;1;0;11;121;1;1;0;0;0;0;0
uvod;1;0;1;11;121;1;1;0;0;0;0;0
uvod;0;0;0;11;121;1;1;0;0;0;0;0
uvod;0;0;0;11;121;1;1;0;0;0;0;0
studium;1;1;0;11;121;1;1;0;0;0;0;0
studium;1;1;0;11;121;1;1;0;0;0;0;0
uvod;1;1;0;11;121;1;1;0;0;0;0;0
uvod;0;0;0;11;121;1;1;0;0;0;0;0
uvod;1;1;0;11;121;1;1;0;0;0;0;0
uvod;1;1;0;11;121;1;1;0;0;0;0;0
studium;0;0;0;11;121;1;1;0;0;0;0;0
